剧名,类型,播放量,点赞,差评,得分,采集日期
出关,null,4462万,"9,734","4,258",7.0,2015-10-7 1:06:02
别让我看见,"言情剧

/
悬疑剧",5749万,"24,941","5,196",8.3,2015-10-7 1:06:03
泪洒女人花,"言情剧

/
年代剧",2.01亿,"62,338","38,150",6.2,2015-10-7 1:06:05
今天很上火之奇葩相亲,"喜剧

/
网络剧",564万,"2,471","2,409",5.1,2015-10-7 1:05:57
克拉之恋,"青春剧

/
言情剧

/
偶像剧",7512万,"203,712","28,086",8.8,2015/10/7 1:05:59
我的二哥二嫂,"农村剧

/
年代剧

/
家庭剧",2.39亿,"55,722","22,706",7.1,2015-10-7 1:06:01
空巢姥爷,"家庭剧

/
言情剧",3540万,"10,471","3,194",7.7,2015-10-7 1:06:04
前夫求爱记,"喜剧
/
言情剧",1.92亿,"56,607","17,385",7.7,2015-10-7 1:06:10
玩的就是艳遇,"喜剧

/
青春剧

/
网络剧",529万,"7,880","6,000",5.7,2015/10/7 1:06:13
活色生香未删减版,"偶像剧
/
年代剧
/
言情剧
/
青春剧",2.82亿,"63,096","11,537",8.5,2015-10-7 1:06:15
律师岳家军,网络剧,538万,"1,612",791,6.7,2015-10-7 1:06:17
活色生香,"青春剧
/
言情剧
/
年代剧
/
偶像剧",8.26亿,"1,061,136","111,349",9.1,2015-10-7 1:06:12
李大白的道德经,"喜剧
/
网络剧",77.4万,565,383,6.0,2015/10/7 1:06:10
铁核桃,"年代剧

/
谍战剧",2.47亿,0,0,.,2015-10-7 1:06:01
待嫁老爸,"言情剧

/
家庭剧",1.27亿,"33,987","6,927",8.3,2015/10/7 1:06:26
末代皇帝传奇,"宫廷剧

/
历史剧",7857万,"25,111","4,747",8.4,2015-10-7 1:06:23
不能没有家,"家庭剧

/
言情剧",2814万,"7,312","3,661",6.7,2015-10-7 1:06:30
千金女贼,"言情剧
/
年代剧
/
偶像剧",14.00亿,"982,096","155,120",8.6,2015-10-7 1:06:15
千金女贼未删减版,"年代剧

/
偶像剧",4015万,"32,281","7,983",8.0,2015-10-7 1:06:16
光影,"军旅剧

/
年代剧",1.68亿,"50,226","14,685",7.7,2015-10-7 1:06:18
锦绣缘华丽冒险未删减版,"言情剧

/
年代剧

/
偶像剧",3271万,"19,432","4,388",8.2,2015-10-7 1:06:37
地下地上之大陆小岛,"谍战剧

/
军旅剧",4725万,"23,914","6,897",7.8,2015/10/7 1:06:36
终极对决,军旅剧,1.55亿,"90,808","34,410",7.3,2015-10-7 1:06:38
女人的抗战,谍战剧,7509万,"12,143","3,525",7.8,2015/10/7 1:06:39
南侨机工英雄传,年代剧,5490万,"33,970","8,721",8.0,2015-10-7 1:06:42
蜀山战纪第1季,"言情剧
/
武侠剧
/
古装剧
/
偶像剧",1.46亿,"646,307","122,552",8.4,2015-10-7 1:06:48
冲出月亮岛,"言情剧

/
年代剧",4270万,"28,247","10,577",7.3,2015-10-7 1:06:44
二十四道拐,"谍战剧

/
军旅剧",6923万,"31,764","11,086",7.4,2015-10-7 1:06:44
美剧,"喜剧
/
罪案剧",876万,"10,701","4,065",7.2,2015/10/7 1:06:49
星空中的潘朵拉,"言情剧
/
偶像剧
/
网络剧",486万,"4,785","4,098",5.4,2015-10-7 1:06:51
卧底,"谍战剧

/
军旅剧",1.40亿,"77,158","23,195",7.7,2015-10-7 1:06:51
战魂,军旅剧,1.35亿,"39,774","9,340",8.1,2015-10-7 1:06:43
九星天辰诀,"古装剧
/
网络剧",3068万,"30,830","21,583",5.9,2015/10/7 1:06:53
红色青橄榄,"青春剧

/
网络剧

/
偶像剧

/
悬疑剧",1212万,"74,980",555,9.9,2015-10-7 1:06:55
我的绝密生涯,"年代剧
/
谍战剧
/
悬疑剧",5176万,"26,425","7,623",7.8,2015-10-7 1:06:57
长大,"青春剧
/
言情剧",4.21亿,"388,024","53,594",8.8,2015-10-7 1:06:50
冰与火的青春未删减版,"言情剧

/
偶像剧",406万,"3,332","1,506",6.9,2015-10-7 1:06:58
我的宝贝,"言情剧
/
偶像剧",3.23亿,"186,945","51,865",7.8,2015-10-7 1:07:04
克拉恋人未删减版,"言情剧

/
偶像剧",1796万,"27,120","11,978",6.9,2015-10-7 1:07:04
大刀记,军旅剧,2.70亿,"60,407","21,977",7.3,2015/10/7 1:07:06
罗龙镇女人,年代剧,2.70亿,"78,437","27,733",7.4,2015-10-7 1:07:08
太行山上,"历史剧

/
军旅剧",9842万,"62,525","18,282",7.7,2015-10-7 1:07:02
偏偏喜欢你,"军旅剧
/
年代剧
/
偶像剧",10.90亿,"666,538","152,261",8.1,2015-10-7 1:07:11
抉择,历史剧,2665万,"8,266","3,734",6.9,2015/10/7 1:07:02
大汉情缘之云中歌未删减版,"宫廷剧
/
言情剧
/
古装剧
/
偶像剧",3305万,"57,309","8,434",8.7,2015-10-7 1:07:10
火线英雄,军旅剧,2787万,"15,657","4,278",7.9,2015-10-7 1:07:16
wait酒吧,"喜剧

/
网络剧",403万,"2,289","4,538",3.4,2015-10-7 1:07:10
云中歌,"言情剧
/
古装剧
/
偶像剧
/
宫廷剧
/
青春剧",5.68亿,"944,679","200,081",8.3,2015-10-7 1:07:16
二婶,"家庭剧
/
言情剧",9649万,"23,131","10,880",6.8,2015/10/7 1:07:15
玩转APP,"喜剧

/
网络剧",1942万,429,352,5.5,2015-10-7 1:07:17
偏偏喜欢你未删减版,"偶像剧
/
年代剧
/
军旅剧",3736万,"25,800","5,746",8.2,2015-10-7 1:07:18
鸳鸯佩,"言情剧

/
年代剧",2.83亿,"270,060","101,009",7.3,2015-10-7 1:07:23
刑警队长,罪案剧,2.84亿,"79,533","19,348",8.0,2015-10-7 1:07:21
婚姻时差,"家庭剧
/
言情剧",1.04亿,"22,535","9,197",7.1,2015-10-7 1:07:23
出关未删减版,null,543万,"1,037",574,6.4,2015/10/7 1:07:28
绝地刀锋,"军旅剧

/
谍战剧",1.28亿,"23,770","8,171",7.4,2015-10-7 1:07:24
最佳前男友,"言情剧
/
偶像剧",6.15亿,"623,559","101,673",8.6,2015-10-7 1:07:29
婚前协议,"家庭剧

/
言情剧",1.47亿,"29,994","16,411",6.5,2015-10-7 1:07:30
少年四大名捕陈伟霆cut集锦,"言情剧

/
武侠剧

/
古装剧

/
偶像剧

/
悬疑剧",356万,"4,728","1,563",7.5,2015-10-7 1:07:31
抓住彩虹的男人,"言情剧
/
偶像剧
/
悬疑剧",5.98亿,"255,570","65,753",8.0,2015-10-7 1:07:30
铁甲舰上的男人们,历史剧,4099万,"10,298",990,9.1,2015-10-7 1:07:36
南方怂人帮,"网络剧

/
喜剧",82.6万,530,509,5.1,2015-10-7 1:07:37
爱的秘笈,"偶像剧

/
言情剧",1.23亿,"53,375","6,348",8.9,2015-10-7 1:07:34
还珠格格2015,"古装剧

/
喜剧

/
网络剧",1314万,"40,158","36,465",5.2,2015/10/7 1:07:37
大村官之放飞梦想,农村剧,5336万,"17,383","5,877",7.5,2015/10/7 1:07:41
突围突围,言情剧,8123万,"20,151","7,595",7.3,2015-10-7 1:07:43
王大花的革命生涯,"谍战剧
/
喜剧",2.69亿,"63,186","19,760",7.6,2015-10-7 1:07:44
加油吧实习生,"青春剧
/
言情剧
/
偶像剧",16.52亿,"3,174,188","442,331",8.8,2015-10-7 1:07:36
如果爱可以重来,"言情剧
/
偶像剧",7157万,"38,849","12,578",7.6,2015-10-7 1:07:48
伙伴夫妻,"言情剧

/
家庭剧",6549万,"10,391","5,309",6.6,2015-10-7 1:07:43
锦绣缘华丽冒险,"言情剧
/
年代剧
/
偶像剧",11.47亿,"955,167","160,261",8.6,2015-10-7 1:07:49
隋唐英雄5TV版,古装剧,6882万,"37,506","7,558",8.3,2015-10-7 1:07:50
冰与火的青春,"青春剧
/
言情剧
/
偶像剧",6.69亿,"791,564","196,764",8.0,2015-10-7 1:07:42
二胎时代未删减版,"言情剧

/
家庭剧",2482万,"25,901","3,225",8.9,2015/10/7 1:07:50
两生花,"言情剧
/
偶像剧",6.78亿,"273,574","111,491",7.1,2015-10-7 1:07:49
我爷爷和奶奶的故事,"军旅剧
/
言情剧",4825万,"11,163","3,340",7.7,2015-10-7 1:07:57
发明大师,"喜剧
/
网络剧
/
科幻剧",1.41亿,"21,386","3,220",8.7,2015-10-7 1:07:55
封神英雄,"神话剧
/
武侠剧
/
古装剧",7.79亿,"632,825","142,638",8.2,2015-10-7 1:07:57
虎妈猫爸,"喜剧
/
青春剧
/
家庭剧
/
言情剧
/
偶像剧",17.07亿,"572,606","132,601",8.1,2015-10-7 1:08:02
杀寇决,"历史剧

/
谍战剧

/
悬疑剧",1.24亿,"38,134","8,884",8.1,2015/10/7 1:07:55
猎魔,"军旅剧

/
历史剧

/
谍战剧",5889万,"12,241","7,006",6.4,2015-10-7 1:07:56
聊斋新编,"神话剧
/
古装剧",4.59亿,"156,217","40,589",7.9,2015-10-7 1:08:08
加油吧实习生未删减版,"偶像剧

/
言情剧

/
青春剧",7659万,"163,817","30,165",8.4,2015/10/7 1:08:03
我们家的微幸福生活,"家庭剧

/
言情剧",3460万,"13,741","3,749",7.9,2015-10-7 1:08:01
邻居也疯狂,"家庭剧

/
喜剧",1.03亿,"53,438","9,791",8.5,2015-10-7 1:08:11
麻雀春天,"悬疑剧

/
年代剧

/
言情剧",3828万,"7,663","3,321",7.0,2015-10-7 1:08:15
别叫我兄弟,"青春剧

/
言情剧

/
年代剧",1.76亿,"71,643","17,671",8.0,2015-10-7 1:08:02
陆小凤与花满楼,"武侠剧
/
古装剧",3.30亿,"132,400","26,536",8.3,2015-10-7 1:08:03
嘿，老头！,null,2.76亿,"148,470","20,983",8.8,2015-10-7 1:08:21
国产大英雄,"喜剧

/
网络剧",509万,"3,504","2,698",5.6,2015/10/7 1:08:16
宅男的恋爱养成,"网络剧
/
喜剧",137万,"1,212",658,6.5,2015-10-7 1:08:11
家有一老,家庭剧,6447万,"23,383","10,205",7.0,2015-10-7 1:08:28
爱你一生,"年代剧

/
言情剧",5294万,"10,002","4,570",6.9,2015/10/7 1:08:29
快乐00后第1季,网络剧,119万,"1,175",588,6.7,2015-10-7 1:08:35
快乐00后第2季,网络剧,137万,"1,372",814,6.3,2015/10/7 1:08:42
成人记2,"偶像剧
/
网络剧
/
青春剧",402万,"4,928","1,749",7.4,2015-10-7 1:08:41
活色生香陈伟霆cut集锦,"言情剧
/
年代剧
/
偶像剧",152万,"3,223",713,8.2,2015/10/7 1:08:55
东江英雄刘黑仔,"青春剧

/
谍战剧",1.47亿,"46,854","9,161",8.4,2015-10-7 1:08:48
青春集结号未删减版,"青春剧
/
军旅剧",221万,"3,186",721,8.2,2015-10-8 1:02:40
青春集结号,"青春剧
/
军旅剧",5371万,"81,578","10,543",8.9,2015-10-8 1:02:41
null,null,null,null,null,null,2015-10-8 1:02:42
琅琊榜,"历史剧
/
古装剧
/
偶像剧
/
宫廷剧
/
青春剧",10.40亿,"1,720,934","81,870",9.5,2015-10-8 1:02:47
null,null,null,null,null,null,2015-10-8 1:02:52
历史永远铭记,"历史剧

/
年代剧

/
军旅剧",476万,"4,086","1,778",7.0,2015-10-8 1:02:51
左手劈刀,军旅剧,3.18亿,"164,550","56,485",7.4,2015-10-8 1:02:55
嘻哈白蛇传,"喜剧
/
网络剧",2065万,"74,172","25,595",7.4,2015-10-8 1:02:53
飞虎队,"年代剧

/
军旅剧",5198万,"33,737","8,965",7.9,2015-10-8 1:02:55
男神执事团,"偶像剧
/
青春剧
/
网络剧",4326万,"234,806","16,090",9.4,2015-10-8 1:02:54
毕业歌,年代剧,3540万,"39,525","9,645",8.0,2015-10-8 1:03:00
铁在烧,"军旅剧
/
言情剧
/
谍战剧",4.60亿,"303,881","73,090",8.1,2015-10-8 1:03:05
少年四大名捕冷血张翰特辑,"古装剧
/
偶像剧
/
悬疑剧",858万,"9,269","1,632",8.5,2015-10-8 1:03:05
仙侠剑未删减版,"言情剧

/
武侠剧

/
古装剧",785万,"5,289","2,818",6.5,2015-10-8 1:03:08
美剧,"罪案剧
/
悬疑剧",263万,"4,719","1,805",7.2,2015-10-8 1:03:06
致匆匆那些年,"言情剧

/
青春剧

/
网络剧",710万,"26,891","2,567",9.1,2015-10-8 1:03:09
小爸妈未删减版,"家庭剧

/
言情剧

/
偶像剧",3330万,"26,783","9,754",7.3,2015-10-8 1:03:07
生死兄弟情,军旅剧,2673万,"5,327","4,643",5.3,2015-10-8 1:03:20
大道通天,年代剧,2121万,"11,681","5,293",6.9,2015-10-8 1:03:22
生死连,军旅剧,3.24亿,"75,999","27,887",7.3,2015-10-8 1:03:20
大舜,"历史剧

/
古装剧",1.43亿,"141,751","44,042",7.6,2015-10-8 1:03:13
小爸妈,"家庭剧

/
言情剧

/
偶像剧",2.26亿,"195,650","54,071",7.8,2015-10-8 1:03:18
英雄祭,"军旅剧
/
年代剧",1.83亿,"84,363","40,477",6.8,2015-10-8 1:03:18
爱情不打烊,言情剧,4161万,"19,296","6,490",7.5,2015-10-8 1:03:22
你是我的姐妹,言情剧,7.93亿,"435,087","140,859",7.6,2015-10-8 1:03:26
香火,家庭剧,8172万,"36,316","4,187",9.0,2015-10-8 1:03:31
闪亮茗天,"青春剧
/
言情剧",5.47亿,"239,159","45,855",8.4,2015-10-8 1:03:31
少年四大名捕杨洋特辑,"古装剧
/
偶像剧
/
悬疑剧",573万,"19,192",517,9.7,2015-10-8 1:03:35
夺宝传奇,"年代剧

/
悬疑剧",6840万,"38,574","11,127",7.8,2015-10-8 1:03:35
少年四大名捕茅子俊cut集锦,"言情剧
/
武侠剧
/
古装剧
/
偶像剧
/
悬疑剧",306万,"1,901",931,6.7,2015-10-8 1:03:33
后海不是海,"家庭剧

/
言情剧",1.20亿,"30,150","12,488",7.1,2015-10-8 1:03:35
西游之妖怪别跑,"喜剧
/
网络剧",1066万,"14,886","5,373",7.3,2015-10-8 1:03:33
少年四大名捕,"言情剧
/
武侠剧
/
古装剧
/
偶像剧
/
悬疑剧",12.92亿,"932,194","117,957",8.9,2015-10-8 1:03:40
少年四大名捕未删减版,"悬疑剧
/
偶像剧
/
言情剧
/
武侠剧
/
古装剧",1.33亿,"50,711","5,236",9.1,2015-10-8 1:03:44
特警力量未删减版,"罪案剧

/
军旅剧",5271万,"26,284","7,690",7.7,2015-10-8 1:03:44
妻子的谎言,言情剧,12.69亿,"556,054","114,603",8.3,2015-10-8 1:03:48
花千骨,"言情剧
/
古装剧
/
偶像剧",67.93亿,"8,605,211","1,768,672",8.3,2015-10-8 1:03:48
东北剿匪记,null,1.36亿,"19,794","7,486",7.3,2015-10-8 1:03:46
完美案件,"网络剧
/
悬疑剧",939万,"8,554","2,372",7.8,2015-10-8 1:03:48
妻子的谎言未删减版,言情剧,1.05亿,"36,233","4,236",9.0,2015-10-8 1:03:46
办公室大爆炸,喜剧,425万,"3,045","2,122",5.9,2015-10-8 1:03:53
隋唐英雄5,古装剧,1.53亿,"99,356","20,212",8.3,2015-10-8 1:04:01
平凡的世界,农村剧,4.75亿,"276,566","49,360",8.5,2015-10-8 1:03:59
暖男的爱情与战争,家庭剧,3128万,"6,451","3,522",6.5,2015-10-8 1:04:01
花千骨2015,"穿越剧
/
言情剧
/
网络剧",8.84亿,"2,024,950","520,047",8.0,2015-10-8 1:03:56
冤家亲家,家庭剧,2236万,"8,083","2,409",7.7,2015-10-8 1:03:59
边关烽火情,null,7637万,"11,685","3,388",7.8,2015-10-8 1:03:57
婆媳的战国时代,"言情剧

/
家庭剧",2.05亿,"46,563","26,426",6.4,2015-10-8 1:03:57
校花的贴身高手,"青春剧
/
言情剧
/
网络剧
/
偶像剧",8.17亿,"2,447,818","511,245",8.3,2015-10-8 1:04:01
花千骨未删减版,"言情剧
/
古装剧
/
偶像剧",4.05亿,"279,553","87,779",7.6,2015-10-8 1:04:09
兵变1929,"年代剧

/
谍战剧",5610万,"15,804","5,389",7.5,2015-10-8 1:04:06
敢爱,"青春剧

/
言情剧",2.12亿,"101,470","44,648",6.9,2015-10-8 1:04:10
信访局长,null,857万,"1,874","1,386",5.7,2015-10-8 1:04:11
怒放,军旅剧,9997万,"24,183","7,195",7.7,2015-10-8 1:04:14
爱你不放手,"家庭剧

/
言情剧",4307万,"13,420","6,050",6.9,2015-10-8 1:04:14
绝命追踪,悬疑剧,6617万,"73,908","2,728",9.6,2015-10-8 1:04:22
淑女之家,"家庭剧
/
言情剧
/
年代剧
/
悬疑剧",1.45亿,"122,391","16,484",8.8,2015-10-8 1:04:14
急诊室故事,null,6743万,"40,512","5,592",8.8,2015-10-8 1:04:12
何以笙箫默精华版,"言情剧
/
偶像剧",1282万,"19,761","5,436",7.8,2015-10-8 1:04:12
何以笙箫默,"青春剧
/
言情剧
/
偶像剧",22.20亿,"2,115,179","226,560",9.0,2015-10-8 1:04:19
侯天明的梦,"青春剧

/
喜剧",1607万,"3,635","1,836",6.6,2015-10-8 1:04:27
青春正能量之我是女神,"青春剧

/
偶像剧",1.46亿,"85,238","12,750",8.7,2015-10-8 1:04:23
当人心遇上仁心,"家庭剧

/
言情剧",3802万,"10,205","3,793",7.3,2015-10-8 1:04:24
茗天闪亮,"青春剧

/
言情剧",2240万,"17,450","3,786",8.2,2015-10-8 1:04:35
多情江山,"宫廷剧
/
言情剧
/
古装剧",2.97亿,"250,311","71,791",7.8,2015-10-8 1:04:36
云中歌,"言情剧
/
古装剧
/
偶像剧
/
宫廷剧
/
青春剧",6.07亿,"971,083","206,684",8.2,2015-10-8 1:04:36
血刃,"军旅剧

/
谍战剧",8029万,"14,814","6,801",6.9,2015-10-8 1:04:27
天使的城,言情剧,4.20亿,"208,539","28,245",8.8,2015-10-8 1:04:40
天局,"武侠剧
/
古装剧
/
悬疑剧
/
网络剧",4536万,"49,059","4,618",9.1,2015-10-8 1:04:35
石敢当之雄峙天东,"武侠剧
/
古装剧",3.83亿,"205,739","57,631",7.8,2015-10-8 1:04:53
二胎时代未删减版,"言情剧

/
家庭剧",2511万,"26,094","3,246",8.9,2015-10-8 1:04:55
加油吧实习生未删减版,"偶像剧

/
言情剧

/
青春剧",7700万,"164,170","30,219",8.4,2015-10-8 1:05:08
国产大英雄,"喜剧

/
网络剧",511万,"3,520","2,703",5.7,2015-10-8 1:05:21
爱你一生,"年代剧

/
言情剧",5303万,"10,048","4,555",6.9,2015-10-8 1:05:34
快乐00后第2季,网络剧,137万,"1,372",814,6.3,2015-10-8 1:05:47
我的媳妇是女王,言情剧,2.55亿,"292,119","56,007",8.4,2015-10-8 1:04:58
东北抗日联军,军旅剧,8062万,"27,775","12,304",6.9,2015-10-8 1:05:11
海上孟府,"年代剧

/
言情剧",1.31亿,"31,773","11,439",7.4,2015-10-8 1:05:24
于无声处,"罪案剧
/
年代剧",1.32亿,"30,483","8,347",7.9,2015-10-8 1:05:37
猜拳,"悬疑剧

/
谍战剧",7031万,"10,959","4,908",6.9,2015-10-8 1:05:51
少年神探狄仁杰,"古装剧
/
悬疑剧",3.95亿,"662,766","76,390",9.0,2015-10-8 1:05:01
null,null,null,null,null,null,2015-10-8 1:05:14
特警力量,"罪案剧
/
军旅剧",20.25亿,"647,993","72,189",9.0,2015-10-8 1:05:27
寒冬,"年代剧
/
谍战剧",9717万,"30,146","4,641",8.7,2015-10-8 1:05:40
好男儿之情感护理,null,3248万,"12,830","2,893",8.2,2015-10-8 1:05:54
冰与火的青春,"青春剧
/
言情剧
/
偶像剧",6.70亿,"792,140","196,668",8.0,2015-10-8 1:05:02
发明大师,"喜剧
/
网络剧
/
科幻剧",1.41亿,"21,459","3,245",8.7,2015-10-8 1:05:15
聊斋新编,"神话剧
/
古装剧",4.60亿,"156,819","40,294",8.0,2015-10-8 1:05:29
嘿，老头！,null,2.76亿,"148,436","21,051",8.8,2015-10-8 1:05:42
加油吧实习生,"青春剧
/
言情剧
/
偶像剧",16.56亿,"3,178,837","442,509",8.8,2015-10-8 1:05:03
两生花,"言情剧
/
偶像剧",6.79亿,"274,902","110,935",7.1,2015-10-8 1:05:16
虎妈猫爸,"喜剧
/
青春剧
/
家庭剧
/
言情剧
/
偶像剧",17.08亿,"572,857","132,871",8.1,2015-10-8 1:05:29
麻雀春天,"悬疑剧

/
年代剧

/
言情剧",3833万,"7,667","3,324",7.0,2015-10-8 1:05:42
大汉情缘之云中歌未删减版,"宫廷剧
/
言情剧
/
古装剧
/
偶像剧",3543万,"59,174","8,616",8.7,2015-10-8 1:04:42
还珠格格2015,"古装剧

/
喜剧

/
网络剧",1392万,"40,615","38,921",5.1,2015-10-8 1:04:45
我是机器人,"偶像剧

/
喜剧",8419万,"110,888","12,137",9.0,2015-10-8 1:04:47
刺蝶,"军旅剧

/
谍战剧

/
悬疑剧",9223万,"46,553","18,428",7.2,2015-10-8 1:04:48
爱情公寓番外篇,网络剧,2.39亿,"204,397","27,733",8.8,2015-10-8 1:04:48
最佳前男友,"言情剧
/
偶像剧",6.17亿,"624,546","101,913",8.6,2015-10-8 1:04:49
鸳鸯佩,"言情剧

/
年代剧",2.84亿,"270,650","101,026",7.3,2015-10-8 1:04:50
男神经,"喜剧
/
网络剧",1202万,"6,568","1,702",7.9,2015-10-8 1:05:02
嘿！真不是闹着玩的,"喜剧

/
农村剧",7406万,"43,128","8,208",8.4,2015-10-8 1:05:16
二胎时代,"家庭剧
/
言情剧",2.75亿,"354,628","58,335",8.6,2015-10-8 1:05:00
仙侠剑,"言情剧

/
武侠剧

/
古装剧",2.31亿,"156,987","81,473",6.6,2015-10-8 1:05:13
烧脑,"网络剧
/
偶像剧",329万,"1,750","1,457",5.5,2015-10-8 1:05:26
我的青春道馆,"喜剧
/
网络剧",177万,"1,905",863,6.9,2015-10-8 1:05:29
我的抗战之铁血轻奇兵,军旅剧,1.06亿,"20,824","5,935",7.8,2015-10-8 1:05:39
我的美女老师,"青春剧
/
偶像剧
/
科幻剧
/
言情剧
/
网络剧",2.29亿,"202,012","54,729",7.9,2015-10-8 1:05:52
白衣校花与大长腿2番外篇,"言情剧

/
偶像剧",1118万,"18,693","8,910",6.8,2015-10-8 1:05:06
活色生香陈伟霆cut集锦,"言情剧
/
年代剧
/
偶像剧",152万,"3,229",717,8.2,2015-10-8 1:06:01
彩虹营业厅,"喜剧

/
网络剧",285万,"5,906","2,935",6.7,2015-10-8 1:06:06
白衣校花与大长腿2,"青春剧
/
言情剧
/
偶像剧",2.10亿,"225,322","63,893",7.8,2015-10-8 1:06:07
李大白的道德经,"喜剧
/
网络剧",77.6万,565,383,6.0,2015-10-8 1:06:04
活色生香,"青春剧
/
言情剧
/
年代剧
/
偶像剧",8.27亿,"1,062,000","111,052",9.1,2015-10-8 1:06:05
东江英雄刘黑仔,"青春剧

/
谍战剧",1.47亿,"46,965","9,119",8.4,2015-10-8 1:06:08
成人记2,"偶像剧
/
网络剧
/
青春剧",403万,"4,932","1,754",7.4,2015-10-8 1:06:08
快乐00后第1季,网络剧,120万,"1,184",588,6.7,2015-10-8 1:05:55
家有一老,家庭剧,6450万,"23,391","10,214",7.0,2015-10-8 1:05:55
神犬小七,偶像剧,5.16亿,"1,507,951","130,783",9.2,2015-10-8 1:06:19
妈妈向前冲,"家庭剧

/
言情剧",1.49亿,"69,894","37,625",6.5,2015-10-8 1:06:32
剧场,言情剧,1549万,"4,284","2,113",6.7,2015-10-8 1:06:46
笑时代,"喜剧

/
粤语电视剧",291万,"4,265","5,098",4.6,2015-10-8 1:06:52
活着再见,"罪案剧
/
网络剧
/
悬疑剧",7202万,"77,202","48,397",6.1,2015-10-8 1:07:01
伪装者,"谍战剧
/
悬疑剧",12.07亿,"1,367,000","144,902",9.0,2015-10-8 1:07:02
聊斋新编未删减版,"神话剧

/
古装剧",4942万,"13,039","2,920",8.2,2015-10-8 1:06:59
神犬小七未删减版,偶像剧,2583万,"66,518","7,554",9.0,2015-10-8 1:07:05
我的二哥二嫂,"农村剧

/
年代剧

/
家庭剧",2.40亿,"55,898","22,613",7.1,2015-10-8 1:07:13
学堂故事,"喜剧
/
网络剧",512万,"1,743","1,876",4.8,2015-10-8 1:07:18
英雄戟之影子战士,"谍战剧

/
悬疑剧",1.25亿,"66,145","19,826",7.7,2015-10-8 1:07:14
生死血符,年代剧,4119万,"21,852","7,074",7.6,2015-10-8 1:07:21
活色生香未删减版,"偶像剧
/
年代剧
/
言情剧
/
青春剧",2.82亿,"63,259","11,559",8.5,2015-10-8 1:07:26
伪装者未删减版,"谍战剧
/
悬疑剧",5944万,"55,680","7,239",8.8,2015-10-8 1:07:30
劫中劫,谍战剧,8774万,"16,284","7,475",6.9,2015-10-8 1:07:31
马上天下,军旅剧,1.44亿,"35,430","14,306",7.1,2015-10-8 1:07:27
春江英雄之秀才遇到兵,"言情剧
/
谍战剧",6.02亿,"720,395","98,760",8.8,2015-10-8 1:07:34
涩世纪传说,"青春剧
/
言情剧
/
网络剧
/
偶像剧
/
科幻剧",5.07亿,"1,624,110","132,668",9.2,2015-10-8 1:07:15
错伏,谍战剧,2366万,"9,039","4,324",6.8,2015-10-8 1:07:28
铁甲舰上的男人们DVD版,历史剧,120万,751,328,7.0,2015-10-8 1:07:43
坐88路车回家,言情剧,8049万,"17,576","4,713",7.9,2015-10-8 1:07:44
